dchi1	chi2	P	F
1.3739898989899	0.73261717348726	1.27427980910364	21.1699080275688
1.3790303030303	0.729965768317479	1.27841112057925	21.2134719769347
1.38407070707071	0.727333765003826	1.28253669127186	21.2571910904197
1.38911111111111	0.724720951620845	1.28665651884219	21.3010609503314
1.39415151515152	0.722127119310482	1.29077060114716	21.3450772109021
1.39919191919192	0.719552062226872	1.29487893623822	21.389235597101
1.40423232323232	0.716995577482304	1.29898152235967	21.433531903465
1.40927272727273	0.71445746509435	1.30307835794699	21.4779619929565
1.41431313131313	0.711937527934127	1.30716944162517	21.522521795841
1.41935353535354	0.70943557167565	1.31125477220704	21.567207308588
1.42439393939394	0.706951404746273	1.31533434869159	21.6120145927915
1.42943434343434	0.704484838278167	1.31940817026227	21.6569397741136
1.43447474747475	0.702035686060827	1.32347623628535	21.7019790412465
1.43951515151515	0.699603764494571	1.3275385463082	21.7471286448927
1.44455555555556	0.69718889254502	1.33159510005766	21.7923848967721
1.44959595959596	0.694790891698515	1.33564589743832	21.8377441686342
1.45463636363636	0.692409585918471	1.33969093853089	21.8832028913035
1.45967676767677	0.690044801602631	1.34373022359046	21.9287575537328
1.46471717171717	0.687696367541198	1.34776375304491	21.9744047020779
1.46975757575758	0.685364114875836	1.35179152749316	22.0201409387906
1.47479797979798	0.683047877059503	1.35581354770355	22.065962921724
1.47983838383838	0.680747489817109	1.35982981461214	22.1118673632594
1.48487878787879	0.678462791106975	1.36384032932109	22.1578510294447
1.48991919191919	0.676193621083071	1.36784509309692	22.2039107391514
1.4949595959596	0.673939822058016	1.37184410736895	22.2500433632468
1.5	0.671701238466833	1.37583737372754	22.296245823778
